id,Price_euros
259,1286.6017
1248,953.2258
641,281.06204
128,545.577
215,2526.3188
756,654.1651
1054,1042.1339
651,1113.102
86,1698.4712
1037,1523.9602
1299,1130.9149
1109,2495.8281
679,580.4629
1099,1644.6993
6,1863.1652
1163,933.5572
516,1948.4924
1115,1296.1754
977,2008.2611
910,1131.023
962,409.79834
264,1047.1534
83,1222.3693
1295,1120.0315
158,1054.4093
487,696.30927
765,555.3681
445,666.1577
617,1966.6519
727,955.3865
108,2299.4377
918,1597.9347
991,898.81696
81,1524.1692
122,760.97845
383,514.72095
951,1618.7944
75,1308.0593
421,1131.9194
145,318.96637
8,1723.6473
175,579.1751
1123,2511.65
927,686.0813
875,1755.1688
1029,1212.2197
1265,770.3254
1033,403.10336
663,270.4798
184,552.11005
896,1629.1564
688,596.38275
984,721.4435
744,1215.6931
38,730.5606
1227,1390.3413
605,1585.2645
1246,1611.7919
77,1938.4403
1252,474.03577
920,850.617
805,885.4417
397,1235.563
231,656.55273
1104,785.60803
1204,1170.8661
1217,1156.0801
149,1629.9698
461,570.7813
21,2043.2811
357,1504.5758
780,1858.9209
343,587.3289
737,295.3914
845,932.538
173,1376.3022
781,675.4611
1164,252.74944
819,475.3065
277,762.5442
674,1806.2472
1279,2180.8975
1255,2057.096
1240,1028.7856
41,1515.1117
719,1304.7642
298,2216.1794
935,1905.5967
826,866.52454
278,1483.7214
477,1646.3285
542,265.19675
151,606.26764
900,346.5799
1124,915.24286
1216,356.29837
459,811.7886
584,370.54105
294,574.8649
1076,905.25244
91,1493.2197
632,1253.9684
1117,279.09714
457,910.5986
326,566.63794
925,2442.0903
398,232.36337
940,1918.41
363,844.95184
906,547.30096
820,651.761
1020,1137.9044
556,1325.4799
384,1202.8724
885,976.5654
1285,1029.0708
438,456.37195
837,2146.146
979,1112.1238
548,519.6377
170,775.6697
62,1731.0511
309,486.11102
816,1748.0906
22,378.37247
285,2622.4377
668,531.3018
417,1429.1288
685,1344.6146
1049,605.7977
440,730.1137
299,1559.9865
1188,651.17267
552,491.70245
586,454.43106
783,1309.9844
1070,771.6186
1210,925.2951
1014,242.71754
501,1365.2369
140,1044.9149
235,472.86765
317,827.4787
861,979.3767
257,1124.1261
1200,372.93817
371,1210.16
1112,289.55884
419,1914.0428
385,541.01733
1281,992.22534
524,2066.0115
1015,575.5872
1236,366.0862
1036,1641.4106
